Year,Adjustments On Amalgamation Merger Demerger Others,Asset Turnover Ratio (%),Basic EPS (Rs.),Bonus Equity Share Capital,Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Capital Goods,Capital Work-In-Progress,Cash And Cash Equivalents,Cash And Cash Equivalents Begin of Year,Cash And Cash Equivalents End Of Year,Cash EPS (Rs.),Cash Earnings Retention Ratio (%),Close,Contingent Liabilities,Current Investments,Current Ratio (X),Deferred Tax Assets [Net],Deferred Tax Liabilities [Net],Diluted EPS (Rs.),Dividend / Share(Rs.),Dividend Payout Ratio (CP) (%),Dividend Payout Ratio (NP) (%),Dividend Remittance In Foreign Currency,EV/EBITDA (X),EV/Net Operating Revenue (X),Earnings Retention Ratio (%),Earnings Yield,Employees Cost,Enterprise Value (Cr.),Equity Share Capital,Expenditure In Foreign Currency,Fixed Assets,Foreign Exchange Gains / Losses,Intangible Assets,Interest,Inventories,Inventory Turnover Ratio (X),Long Term Borrowings,Long Term Loans And Advances,Long Term Provisions,MarketCap/Net Operating Revenue (X),Net Cash Used From Financing Activities,Net Cash Used In Investing Activities,Net CashFlow From Operating Activities,Net Inc/Dec In Cash And Cash Equivalents,Net Profit Margin (%),Net Profit/(Loss) For the Period,Net Profit/Loss Before Extraordinary Items And Tax,Net Profit/Share (Rs.),Non-Current Investments,Non-Current Investments Unquoted Book Value,Other Assets,Other Current Liabilities,Other Expenses,Other Income,Other Long Term Liabilities,Other Non-Current Assets,OtherCurrentAssets,P/L After Tax from Ordinary Activities,P/L Before Exceptional Items & Tax,"P/L Before Int., Excpt. Items & Tax","P/L Before Other Inc. , Int., Excpt. Items & Tax",P/L Before Tax,PBDIT Margin (%),PBDIT/Share (Rs.),PBIT Margin (%),PBIT/Share (Rs.),PBT Margin (%),PBT/Share (Rs.),Price/BV (X),Price/Net Operating Revenue,Quick Ratio (X),Raw Materials,Reserves and Surplus,Retention Ratios (%),Return on Assets (%),Return on Capital Employed (%),Return on Networth / Equity (%),Revenue from Operations/Share (Rs.),Short Term Borrowings,Short Term Loans And Advances,Short Term Provisions,"Stores, Spares And Loose Tools",Tangible Assets,Tax,Total Assets,Total Capital And Liabilities,Total Current Assets,Total Current Liabilities,Total Debt/Equity (X),Total Income From Operations,Total Non-Current Assets,Total Non-Current Liabilities,Total Reserves and Surplus,Total Share Capital,Total Shareholders Funds,Trade Payables,Trade Receivables,Trade/Other Goods,depreciat
Dec-18,0,67.25,52.54,216.8,198.29,198.29,2952,298,2325,352,210,59.39,79.51,482.1749878,202,2130,3.29,1506,0,52.5,12,20.49,22.98,285,13.19,6,77.02,0.05,2064,132468.5,271.25,2012,10726,39,7135,5,40,551.83,33,235,471,6.11,-5547,-973,6339,-142,33.35,2014,9125,52.96,4068,3808,0,4020,1825,116,58,835,2088,2014,2381,2386,2270,2381,45.48,72.24,41.44,65.81,41.34,65.65,4.89,6.11,3.28,0,27285,77.01,22.43,32.52,26.7,158.8,0,3438,129,203,3293,367,32818,32818,15448,4693,0,6556,17370,562,27285,278,27563,544,5427,203,328
Mar-19,0,69.44,59.69,211.34,224.64,224.64,1561,212,6273,210,4523,69.82,88.39,543.7249756,263,2002,2.93,2107,0,59.66,8,11.61,13.42,183,12.58,5.43,86.58,0.06,2146,141183,271.25,4470,11447,-23,7728,2,18,1445.11,32,355,553,5.67,-5335,995,8676,4313,31.46,2031,9931,60.41,3808,3808,0,3871,2127,214,53,1032,2925,2031,2540,2542,2328,2540,43.14,82.83,38.24,73.41,38.17,73.29,4.84,5.67,2.93,0,30168,86.57,21.85,32,26.88,191.97,0,1244,141,325,3507,509,37456,37456,18707,6379,0,6958,18749,638,30168,271,30439,2367,6245,325,318
Jun-19,0,69.44,59.69,211.34,224.64,224.64,1561,212,6273,210,4523,69.82,88.39,532.3250122,263,2002,2.93,2107,0,59.66,8,11.61,13.42,183,12.58,5.43,86.58,0.06,2329,141183,271.25,4470,11447,-23,7728,27,18,1445.11,32,355,553,5.67,-5335,995,8676,4313,31.46,1793,9931,60.41,3808,3808,0,3871,1891,209,53,1032,2925,1793,2317,2344,2135,2317,43.14,82.83,38.24,73.41,38.17,73.29,4.84,5.67,2.93,0,30168,86.57,21.85,32,26.88,191.97,0,1244,141,325,3507,524,37456,37456,18707,6379,0,6765,18749,638,30168,271,30439,2367,6245,325,393
Sep-19,0,69.44,59.69,211.34,224.64,224.64,1561,212,6273,210,4523,69.82,88.39,540.2999878,263,2002,2.93,2107,0,59.66,8,11.61,13.42,183,12.58,5.43,86.58,0.06,2444,141183,271,4470,11447,-23,7728,72,18,1445.11,32,355,553,5.67,-5335,995,8676,4313,31.46,2232,9931,60.41,3808,3808,0,3871,2486,93,53,1032,2925,2232,2799,2871,2778,2799,43.14,82.83,38.24,73.41,38.17,73.29,4.84,5.67,2.93,0,30168,86.57,21.85,32,26.88,191.97,0,1244,141,325,3507,567,37456,37456,18707,6379,0,8130,18749,638,30168,271,30439,2367,6245,325,393
Dec-19,0,69.44,59.69,211.34,224.64,224.64,1561,212,6273,210,4523,69.82,88.39,568.0999756,263,2002,2.93,2107,0,59.66,8,11.61,13.42,183,12.58,5.43,86.58,0.06,2521,141183,542.73,4470,11447,-23,7728,72,18,1445.11,32,355,553,5.67,-5335,995,8676,4313,31.46,2444,9931,60.41,3808,3808,0,3871,2580,127,53,1032,2925,2444,2991,3063,2936,2991,43.14,82.83,38.24,73.41,38.17,73.29,4.84,5.67,2.93,0,30168,86.57,21.85,32,26.88,191.97,0,1244,141,325,3507,547,37456,37456,18707,6379,0,8654,18749,638,30168,271,30439,2367,6245,325,566
Mar-20,0,60.92,33.06,482.74,137.37,137.37,163,311,1291,4523,1291,40.22,87.58,436.3999939,318,6668,1.69,1997,0,33.05,10,12.42,15.12,224,8.79,3.6,84.88,0.08,2622,117446.63,543,6913,22932,-8,18050,67,14,2329,160,0,775,3.64,-1988,-11091,9855,-3232,27.5,2500,11177,33.03,4207,4207,0,11499,2805,158,1343,849,4662,2500,3070,3137,2979,3070,40.99,49.23,35,42.04,34.27,41.17,3.18,3.64,1.69,0,36753,84.87,16.75,28.84,24.04,120.1,0,3391,169,344,4571,570,53515,53515,23530,13941,0,9057,29985,2278,36753,543,37296,2273,7504,344,600
Jun-20,0,60.92,33.06,482.74,137.37,137.37,163,311,1291,4523,1291,40.22,87.58,556.8499756,318,6668,1.69,1997,0,33.05,10,12.42,15.12,224,8.79,3.6,84.88,0.08,2650,117446.63,542.73,6913,22932,-8,18050,66,14,2329,160,0,775,3.64,-1988,-11091,9855,-3232,27.5,2360,11177,33.03,4207,4207,0,11499,2212,316,1343,849,4662,2360,3075,3141,2825,3075,40.99,49.23,35,42.04,34.27,41.17,3.18,3.64,1.69,0,36753,84.87,16.75,28.84,24.04,120.1,0,3391,169,344,4571,715,53515,53515,23530,13941,0,8362,29985,2278,36753,543,37296,2273,7504,344,651
Sep-20,0,60.92,33.06,482.74,137.37,137.37,163,311,1291,4523,1291,40.22,87.58,811.5999756,318,6668,1.69,1997,0,33.05,10,12.42,15.12,224,8.79,3.6,84.88,0.08,2835,117446.63,543,6913,22932,-8,18050,27,14,2329,160,0,775,3.64,-1988,-11091,9855,-3232,27.5,2530,11177,33.03,4207,4207,0,11499,2054,181,1343,849,4662,2530,3234,3261,3080,3234,40.99,49.23,35,42.04,34.27,41.17,3.18,3.64,1.69,0,36753,84.87,16.75,28.84,24.04,120.1,0,3391,169,344,4571,704,53515,53515,23530,13941,0,8658,29985,2278,36753,543,37296,2273,7504,344,659
Dec-20,0,60.92,33.06,482.74,137.37,137.37,163,311,1291,4523,1291,40.22,87.58,946.1500244,318,6668,1.69,1997,0,33.05,10,12.42,15.12,224,8.79,3.6,84.88,0.08,2886,117446.63,542.73,6913,22932,-8,18050,64,14,2329,160,0,775,3.64,-1988,-11091,9855,-3232,27.5,3397,11177,33.03,4207,4207,0,11499,2250,218,1343,849,4662,3397,3642,3706,3488,3642,40.99,49.23,35,42.04,34.27,41.17,3.18,3.64,1.69,0,36753,84.87,16.75,28.84,24.04,120.1,0,3391,169,344,4571,245,53515,53515,23530,13941,0,9404,29985,2278,36753,543,37296,2273,7504,344,719
Mar-21,0,64.43,32.22,482.74,160.42,160.42,175,245,5056,1294,2876,42.56,71.82,982.6500244,200,6605,2.77,668,0,32.22,10,28.18,37.25,510,17.02,7.35,62.75,0.03,3378,262157.68,543,6922,21150,14,16403,20,18,1981.83,207,0,866,7.48,-9649,-4548,15765,1582,24.5,456,12410,32.2,5041,5041,0,7085,2834,250,716,788,5977,456,2459,2479,2229,2459,43.16,56.72,35.28,46.36,34.78,45.71,6.13,7.48,2.76,0,43010,62.74,15.79,27.76,20.07,131.39,0,4841,227,348,4502,2003,55361,55361,27714,10019,0,9249,27647,1789,43010,543,43553,2707,5217,348,784
Jun-21,0,64.43,32.22,482.74,160.42,160.42,175,245,5056,1294,2876,42.56,71.82,983.5,200,6605,2.77,668,0,32.22,10,28.18,37.25,510,17.02,7.35,62.75,0.03,3440,262157.68,543,6922,21150,14,16403,30,18,1981.83,207,0,866,7.48,-9649,-4548,15765,1582,24.5,2672,12410,32.2,5041,5041,0,7085,2358,261,716,788,5977,2672,3313,3343,3082,3313,43.16,56.72,35.28,46.36,34.78,45.71,6.13,7.48,2.76,0,43010,62.74,15.79,27.76,20.07,131.39,0,4841,227,348,4502,641,55361,55361,27714,10019,0,9556,27647,1789,43010,543,43553,2707,5217,348,660
Sep-21,0,64.43,32.22,482.74,160.42,160.42,175,245,5056,1294,2876,42.56,71.82,1279.550049,200,6605,2.77,668,0,32.22,10,28.18,37.25,510,17.02,7.35,62.75,0.03,3751,262157.68,543,6922,21150,14,16403,25,18,1981.83,207,0,866,7.48,-9649,-4548,15765,1582,24.5,2562,12410,32.2,5041,5041,0,7085,2351,177,716,788,5977,2562,3152,3177,3000,3152,43.16,56.72,35.28,46.36,34.78,45.71,6.13,7.48,2.76,0,43010,62.74,15.79,27.76,20.07,131.39,0,4841,227,348,4502,590,55361,55361,27714,10019,0,9786,27647,1789,43010,543,43553,2707,5217,348,644
Dec-21,0,64.43,32.22,482.74,160.42,160.42,175,245,5056,1294,2876,42.56,71.82,1319.099976,200,6605,2.77,668,0,32.22,10,28.18,37.25,510,17.02,7.35,62.75,0.03,4200,262157.68,543,6922,21150,14,16403,28,18,1981.83,207,0,866,7.48,-9649,-4548,15765,1582,24.5,2637,12410,32.2,5041,5041,0,7085,2510,187,716,788,5977,2637,3331,3359,3172,3331,43.16,56.72,35.28,46.36,34.78,45.71,6.13,7.48,2.76,0,43010,62.74,15.79,27.76,20.07,131.39,0,4841,227,348,4502,694,55361,55361,27714,10019,0,10662,27647,1789,43010,543,43553,2707,5217,348,728
Mar-22,0,0.75,40.1,482.74,156.87,156.87,107,79,4849,2876,2907,49.68,15.56,1163.75,305,6039,2.97,736,0,40.09,42,84.44,104.75,1786,19.46,7.66,-4.75,0.03,4481,311226.53,543,6702,19603,-17,14755,26,23,0,164,200,958,7.77,-12775,2232,10591,31,26.75,3003,13268,40.05,5057,5057,0,5958,2285,255,667,940,1821,3003,3472,3498,3243,3472,39.35,58.9,32.91,49.27,32.64,48.87,7.42,7.77,2.97,0,42048,-4.75,20.35,30.14,25.53,149.68,62,3008,240,413,4769,469,53423,53423,26887,9043,0.01,10634,26536,1789,42048,543,42591,2783,11147,413,583
Jun-22,0,0.75,40.1,482.74,156.87,156.87,107,79,4849,2876,2907,49.68,15.56,973.25,305,6039,2.97,736,0,40.09,42,84.44,104.75,1786,19.46,7.66,-4.75,0.03,4661,311226.53,543,6702,19603,-17,14755,27,23,0,164,200,958,7.77,-12775,2232,10591,31,26.75,2678,13268,40.05,5057,5057,0,5958,2363,334,667,940,1821,2678,3488,3515,3181,3488,39.35,58.9,32.91,49.27,32.64,48.87,7.42,7.77,2.97,0,42048,-4.75,20.35,30.14,25.53,149.68,62,3008,240,413,4769,810,53423,53423,26887,9043,0.01,10817,26536,1789,42048,543,42591,2783,11147,413,586
Sep-22,0,0.75,40.1,482.74,156.87,156.87,107,79,4849,2876,2907,49.68,15.56,932.3499756,305,6039,2.97,736,0,40.09,42,84.44,104.75,1786,19.46,7.66,-4.75,0.03,4899,311226.53,543,6702,19603,-17,14755,33,23,0,164,200,958,7.77,-12775,2232,10591,31,26.75,2741,13268,40.05,5057,5057,0,5958,2546,184,667,940,1821,2741,3544,3577,3393,3544,39.35,58.9,32.91,49.27,32.64,48.87,7.42,7.77,2.97,0,42048,-4.75,20.35,30.14,25.53,149.68,62,3008,240,413,4769,803,53423,53423,26887,9043,0.01,11424,26536,1789,42048,543,42591,2783,11147,413,560
Dec-22,0,0.75,40.1,482.74,156.87,156.87,107,79,4849,2876,2907,49.68,15.56,1039.300049,305,6039,2.97,736,0,40.09,42,84.44,104.75,1786,19.46,7.66,-4.75,0.03,5100,311226.53,543,6702,19603,-17,14755,33,23,0,164,200,958,7.77,-12775,2232,10591,31,26.75,3196,13268,40.05,5057,5057,0,5958,2666,288,667,940,1821,3196,4125,4158,3870,4125,39.35,58.9,32.91,49.27,32.64,48.87,7.42,7.77,2.97,0,42048,-4.75,20.35,30.14,25.53,149.68,62,3008,240,413,4769,929,53423,53423,26887,9043,0.01,12398,26536,1789,42048,543,42591,2783,11147,413,686
Mar-23,0,0.87,42.32,482.74,151.4,151.4,0,21,6231,2907,2374,51.16,6.45,1085.25,93,5102,2.68,543,0,42.27,48,93.55,113.4,2041,16.72,6.24,-13.4,0.04,5139,288863.3,543,6451,17956,-6,13384,34,35,0,51,0,879,6.37,-13267,-798,13538,-533,24.76,2844,14716,42.21,5057,5057,0,5594,2503,225,659,1233,1688,2844,3559,3593,3368,3559,37.32,63.62,32.07,54.67,31.8,54.2,7.17,6.37,2.68,0,40561,-13.4,21.47,34.76,27.87,170.45,140,2602,283,366,4551,715,53360,53360,28571,10667,0,11637,24789,1589,40561,543,41104,4650,12913,366,599
Jun-23,0,0.87,42.32,482.74,151.4,151.4,0,21,6231,2907,2374,51.16,6.45,1187.949951,93,5102,2.68,543,0,42.27,48,93.55,113.4,2041,16.72,6.24,-13.4,0.04,5185,288863.3,543,6451,17956,-6,13384,29,35,0,51,0,879,6.37,-13267,-798,13538,-533,24.76,2596,14716,42.21,5057,5057,0,5594,2547,262,659,1233,1688,2596,3409,3438,3176,3409,37.32,63.62,32.07,54.67,31.8,54.2,7.17,6.37,2.68,0,40561,-13.4,21.47,34.76,27.87,170.45,140,2602,283,366,4551,813,53360,53360,28571,10667,0,11451,24789,1589,40561,543,41104,4650,12913,366,506
Sep-23,0,0.87,42.32,482.74,151.4,151.4,0,21,6231,2907,2374,51.16,6.45,1234.800049,93,5102,2.68,543,0,42.27,48,93.55,113.4,2041,16.72,6.24,-13.4,0.04,5305,288863.3,543,6451,17956,-6,13384,33,35,0,51,0,879,6.37,-13267,-798,13538,-533,24.76,2966,14716,42.21,5057,5057,0,5594,2402,252,659,1233,1688,2966,3950,3983,3731,3950,37.32,63.62,32.07,54.67,31.8,54.2,7.17,6.37,2.68,0,40561,-13.4,21.47,34.76,27.87,170.45,140,2602,283,366,4551,984,53360,53360,28571,10667,0,12059,24789,1589,40561,543,41104,4650,12913,366,583
Dec-23,0,0.87,42.32,482.74,151.4,151.4,0,21,6231,2907,2374,51.16,6.45,1466.099976,93,5102,2.68,543,0,42.27,48,93.55,113.4,2041,16.72,6.24,-13.4,0.04,5173,288863.3,543,6451,17956,-6,13384,29,35,0,51,0,879,6.37,-13267,-798,13538,-533,24.76,3349,14716,42.21,5057,5057,0,5594,2506,261,659,1233,1688,3349,4391,4420,4159,4391,37.32,63.62,32.07,54.67,31.8,54.2,7.17,6.37,2.68,0,40561,-13.4,21.47,34.76,27.87,170.45,140,2602,283,366,4551,1042,53360,53360,28571,10667,0,12531,24789,1589,40561,543,41104,4650,12913,366,678
